Level1,IC,LAC,Nor(IC),Nor(LAC),Nor(IC)*Nor(LAC)
YDL130W,3.359922,0.4,0.245607174,-0.040935673,-0.010054095
YJR064W,3.359922,0.4,0.245607174,-0.040935673,-0.010054095
YGL008C,3.359922,0.4,0.245607174,-0.040935673,-0.010054095
YDR510W,3.6919663,0.5925926,0.362995985,-0.027863777,-0.010114439
YPL258C,3.8779418,0.6511628,0.42874457,-0.023888424,-0.010242032
YER178W,3.7088745,0.5714286,0.368973602,-0.029300248,-0.010811018
YLR355C,3.7088745,0.5714286,0.368973602,-0.029300248,-0.010811018
YJL057C,3.2047052,0.16666667,0.190732823,-0.056772776,-0.010828432
YGL062W,3.2047052,0.16666667,0.190732823,-0.056772776,-0.010828432
YGR234W,3.2047052,0.16666667,0.190732823,-0.056772776,-0.010828432
YER100W,3.6126745,0.5217391,0.334963671,-0.032672838,-0.010944214
YCR061W,3.6126745,0.5217391,0.334963671,-0.032672838,-0.010944214
YDR488C,3.4018607,0.375,0.260433913,-0.042632505,-0.01110295
YGL234W,3.4018607,0.375,0.260433913,-0.042632505,-0.01110295
YNL090W,3.4018607,0.375,0.260433913,-0.042632505,-0.01110295
YFR030W,3.313559,0.2857143,0.229216297,-0.04869262,-0.011161142
YML028W,3.3135593,0.2857143,0.229216403,-0.04869262,-0.011161147
YPR088C,3.3135593,0.2857143,0.229216403,-0.04869262,-0.011161147
YBR019C,3.8928666,0.62222224,0.434020988,-0.025852716,-0.011220621
YGL208W,3.6740646,0.53846157,0.356667133,-0.031537829,-0.011248507
YLR320W,3.140127,0,0.167902261,-0.068084993,-0.011431624
YPL026C,3.140127,0,0.167902261,-0.068084993,-0.011431624
YKL023W,3.140127,0,0.167902261,-0.068084993,-0.011431624
YER071C,3.140127,0,0.167902261,-0.068084993,-0.011431624
YKL035W,3.7397115,0.53333336,0.379875517,-0.031885897,-0.012112672
YBL106C,3.2621105,0.15384616,0.211027524,-0.057642946,-0.012164248
YKL198C,3.2621105,0.15384616,0.211027524,-0.057642946,-0.012164248
YJR072C,3.2621105,0.15384616,0.211027524,-0.057642946,-0.012164248
YLR432W,3.2621105,0.15384616,0.211027524,-0.057642946,-0.012164248
YOR374W,3.8440123,0.5641026,0.416749352,-0.029797488,-0.012418084
YHR033W,3.5367074,0.4,0.30810675,-0.040935673,-0.012612557
YBL030C,3.7539134,0.516129,0.384896366,-0.033053614,-0.012722216
YBR085W,3.2047052,0,0.190732823,-0.068084993,-0.012986043
YOR375C,3.4751234,0.33333334,0.286334738,-0.045460559,-0.013016937
YDR188W,3.4751234,0.33333334,0.286334738,-0.045460559,-0.013016937
YCL027W,4.0023093,0.5970149,0.472712658,-0.027563621,-0.013029673
YMR066W,3.6740646,0.46153846,0.356667133,-0.036758854,-0.013110675
YDR162C,3.6740646,0.46153846,0.356667133,-0.036758854,-0.013110675
YOL128C,3.4018607,0.25,0.260433913,-0.051116668,-0.013312514
YDR092W,3.4018607,0.25,0.260433913,-0.051116668,-0.013312514
YER020W,3.4018607,0.25,0.260433913,-0.051116668,-0.013312514
YMR303C,3.3135593,0.14285715,0.229216403,-0.058388806,-0.013383672
YBR143C,3.5638938,0.3809524,0.317718056,-0.042228496,-0.013416756
YBR011C,3.5638938,0.3809524,0.317718056,-0.042228496,-0.013416756
YIR038C,3.5638938,0.3809524,0.317718056,-0.042228496,-0.013416756
YLR304C,3.6345143,0.41666666,0.342684774,-0.039804451,-0.013640379
YPR165W,3.5070434,0.31578946,0.29761953,-0.04665132,-0.013884344
YHR102W,3.5892177,0.36363637,0.326670905,-0.043403792,-0.014178756
YDR342C,3.4401622,0.23529412,0.27397478,-0.052114804,-0.014278142
YGR086C,3.4401622,0.23529412,0.27397478,-0.052114804,-0.014278142
YGR123C,3.4401622,0.23529412,0.27397478,-0.052114804,-0.014278142
YOL131W,3.2621105,0,0.211027524,-0.068084993,-0.014367807
YOR125C,3.2621105,0,0.211027524,-0.068084993,-0.014367807
YGR094W,3.2621105,0,0.211027524,-0.068084993,-0.014367807
YGR173W,3.2621105,0,0.211027524,-0.068084993,-0.014367807
YDR502C,3.7539134,0.4516129,0.384896366,-0.037432535,-0.014407647
YOR320C,2.0616257,2,-0.213384167,0.067661608,-0.014437916
YBR058C-A,2.0616257,2,-0.213384167,0.067661608,-0.014437916
YCL043C,3.359922,0.13333334,0.245607174,-0.059035219,-0.014499473
YER117W,3.359922,0.13333334,0.245607174,-0.059035219,-0.014499473
YLR340W,3.6126745,0.3478261,0.334963671,-0.044476887,-0.014898141
YHR152W,3.4751234,0.22222222,0.286334738,-0.053002037,-0.015176324
YCL032W,3.8142917,0.44444445,0.406242122,-0.037919081,-0.015404328
YDR398W,3.7397115,0.4,0.379875517,-0.040935673,-0.01555046
YMR304W,3.6345143,0.33333334,0.342684774,-0.045460559,-0.015578641
YGL195W,3.6345143,0.33333334,0.342684774,-0.045460559,-0.015578641
YPR106W,3.313559,0,0.229216297,-0.068084993,-0.01560619
YBR101C,3.313559,0,0.229216297,-0.068084993,-0.01560619
YER017C,3.5070434,0.21052632,0.29761953,-0.053795876,-0.016010703
YLR438W,3.4401622,0.11764706,0.27397478,-0.060099898,-0.016465856
YIL034C,3.4401622,0.11764706,0.27397478,-0.060099898,-0.016465856
YMR012W,3.80336,0.4,0.402377399,-0.040935673,-0.016471589
YMR105C,3.359922,0,0.245607174,-0.068084993,-0.016722163
YOR355W,3.359922,0,0.245607174,-0.068084993,-0.016722163
YMR319C,3.4751234,0.11111111,0.286334738,-0.060543515,-0.017335711
YLR386W,3.5070434,0.10526316,0.29761953,-0.060940435,-0.018137063
YLR452C,3.5070434,0.10526316,0.29761953,-0.060940435,-0.018137063
YDL138W,3.4401622,0,0.27397478,-0.068084993,-0.018653571
YLR342W,3.6126745,0.17391305,0.334963671,-0.05628094,-0.01885207
YPL150W,3.7539134,0.2580645,0.384896366,-0.050569303,-0.019463941
YBR114W,3.8142917,0.2777778,0.406242122,-0.049231297,-0.019999826
YNL092W,3.7248504,0.20689656,0.374621619,-0.05404224,-0.020245392
YJL014W,3.5070434,0,0.29761953,-0.068084993,-0.020263423
YJL111W,3.6126745,0.08695652,0.334963671,-0.062182967,-0.020829035
YBR061C,3.5367074,0,0.30810675,-0.068084993,-0.020977446
YOR299W,3.5367074,0,0.30810675,-0.068084993,-0.020977446
YDL143W,3.6550763,0.08,0.349954131,-0.062655129,-0.021926421
YOL086C,3.5892177,0,0.326670905,-0.068084993,-0.022241386
YLR447C,4.072236,0.33684212,0.497434095,-0.045222406,-0.022495167
YOR128C,3.6126745,0,0.334963671,-0.068084993,-0.022805999
YLR288C,4.079115,0.32323232,0.499866052,-0.046146148,-0.023066893
YOR264W,3.7088745,0.071428575,0.368973602,-0.063236899,-0.023332747
YJR091C,4.1892104,0.35,0.538788473,-0.044329338,-0.023884136
YER081W,4.073985,0.22916667,0.498052425,-0.052530694,-0.02616304
YGR220C,3.767338,0,0.389642412,-0.068084993,-0.026528801
YLR295C,4.1138253,0.208,0.512137309,-0.053967346,-0.027638691
